adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}]",,2813,tt0078467,fr,Violette Nozière,"Paris, 1933. The daughter of a respectable lower middle class couple, Violette Nozière, leads a disreputable double life. Far from being the innocent 18-year-old her parents mistake her for, she spends her nights with dissolute young men in the less salubrious areas of the city. One day, Violette meets her ideal man, Jean Dabin, but he is a scoundrel who soon begins to extort money from her. When her parents discover that she is stealing from them, Violette finds the tension in their cramped apartment unbearable and she is driven to murder both her parents.",2.199067,/scZTst5JSj5Oo4xx3t9v5FQGVL1.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1978-05-24,0.0,124.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Violette,False,6.4,15.0
False,,0,"[{'id': 35, 'name': 'Comedy'},",http://ghostteamone.com/,159638,tt2272336,en,Ghost Team One,Two roommates deathly afraid of ghosts both fall in love with a girl who believes their home is haunted.,6.136155,/vRAPW0GN1gsM7Z9arRUVTnjBQ0h.jpg,"{'name': 'Hernany Perla Films', 'id': 16860}, {'name': 'Flying Monkeys Entertainment', 'id': 16861}","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","January 20, 2013",9195.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Arouse the Dead,Ghost Team One,False,4.9,22.0
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,11303,tt0236638,fr,Promenons-nous dans les bois,"A group of artists, composed of the young actors Wilfried and Matthieu and the actresses Sophie, Mathilde and the dumb Jeanne, is hired by a millionaire, Axel de Fersen, to present a performance of Little Red Riding Hood in his isolated castle to celebrate the birthday of his grandson. Meanwhile, the police advises that a serial killer is raping and killing young women in the woods around that area. During the night, the group feels trapped and threatened in the castle, guessing who is and where might be the killer.",3.037224,/vqTtmm944G58cQZbGrITGnT0cB6.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",2000-06-13,0.0,90.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Deep in the Woods,False,3.3,10.0
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,127798,tt0032321,en,Chad Hanna,Country boy joins a circus in the 1840s and falls in love with the bare-back rider. Later he falls in love with another circus runaway.,0.842653,/kAiSASzPlohxyOPu1mYIRzAdSj0.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1940-12-25,0.0,-90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Thrilling New Millions ! Right out of the pages of the Saturday Evening Post comes the best-seller acclaimed by Millions !,Chad Hanna,False,0.0,0.0
False,"{'id': 238419, 'name': 'Anders Matthesen', 'poster_path': '/dhej5Ef2TFMKrsmtSBvXadGu3JE.jpg', 'backdrop_path': None}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",,10797,tt0386820,da,Terkel i knibe,"In this unhinged Danish animation, 6th-grader Terkel (Anders Matthesen) begins experiencing a streak of bad luck after sitting on a black spider. His teacher dies and is replaced by the strange Justin (also Matthesen). At home, Terkel's Uncle Stewart (also Matthesen) erupts in sporadic fits of rage, and at school, Terkel is bullied by two boys after they learn that fat Doris likes him. On a school camping trip, Terkel begins receiving death threats and must figure out who wants to kill him.",2.213166,/mBX8r1JbsIPtcY0s18ijU1L8vcw.jpg,"[{'name': 'Nordisk Film', 'id': 235}, {'name': 'TV2', 'id': 3389}, {'name': 'ntc', 'id': 13210}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",2004-04-02,0.0,77.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}]",Released,Torkel is an average teenager whose life takes a turn for the worse when a girl who had a crush on him kills herself and an unknown maniac starts stalking him.,Terkel in Trouble,False,6.8,24.0
False,,0,"[{'id': 16, 'name': 'Animation'}]",,67166,tt0114308,en,Runaway Brain,"In an attempt to convince Minnie that he hasn't forgotten to buy her an anniversary present, Mickey Mouse ends up promising to take her to Hawaii. Funds being short, he applies for a job as lab assistant to the sinister Dr. Frankenollie, who happens to be searching for a donor to provide his monstrous creation with a brain.",1.022445,/dTVjwAkXhtQcMjzOJqAT241rHcD.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]",[],1995-08-11,0.0,10.0,[],Released,,Runaway Brain,False,5.9,11.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,8340,tt0424227,fa,لاک‌پشت‌ها هم پرواز می‌کنند,Turtles can fly tells the story of a group of young children near the Turkey-Iran border. They clean up mines and wait for the Saddam regime to fall.,3.281608,/maoGbtfSERgqu6J9qvAz4fzse8Z.jpg,"[{'name': 'Bac Films', 'id': 208}, {'name': 'Mij Film Co.', 'id': 2440}]","[{'iso_3166_1': 'IR', 'name': 'Iran'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IQ', 'name': 'Iraq'}]",2005-01-07,0.0,98.0,"[{'iso_639_1': 'ku', 'name': ''}]",Released,,Turtles Can Fly,False,7.2,49.0
False,,20000,"[{'id': 99, 'name': 'Documentary'}]",,115463,tt0073706,en,Shocking Asia,"High on shock and light on cultural relativism, this mondo collection of video strangeness features assorted dead (or dying) people, a sex change operation, inexplicable sex acts, and a bunch of other stuff the producers' could get the rights to cheaply.",0.026034,/w0vzXxW3vXeRYuBky7wABqpe7m5.jpg,[],[],1976-11-11,0.0,94.0,[],Released,,Shocking Asia,False,5.5,3.0
False,,10500000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",,19158,tt0099697,en,Graveyard Shift,"John Hall is a drifter who wanders into a small town in Maine. He needs a job and decides to seek employment at the community's top business: a large textile mill. He is hired to work the ""graveyard shift"" -- from around midnight to dawn -- and, along with a few others, he is charged with cleaning out the basement. This task strikes the workers as simple enough, but then, as they proceed deeper underground, they encounter an unspeakable monstrosity intent on devouring them all.",4.668541,/iGeeKNiYQNFSZOXic3Y1euhGY4S.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Graveyard Productions', 'id': 3826}, {'name': 'JVC Entertainment Networks', 'id': 4248}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",,11582891.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Stephen King took you to the edge with The Shining and Pet Sematary. This time... he pushes you over.,Graveyard Shift,False,4.5,52.0
False,,60000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",http://kubothemovie.com,313297,tt4302938,en,Kubo and the Two Strings,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",12.321832,/3Kr9CIIMcXTPlm6cdZ9y3QTe4Y7.jpg,"[{'name': 'Laika Entertainment', 'id': 11537}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-08-18,69929545.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The quest begins,Kubo and the Two Strings,False,7.7,982.0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",http://www.artsploitationfilms.com/toad-road/,121572,tt2076372,en,Toad Road,A disturbing portrait of contemporary youth culture where the lines between reality and fiction are blurred with often frightening results.,0.608397,/vfCy01Rjb2CuO8lBqYcyT0NvtlO.jpg,"[{'name': 'SpectreVision', 'id': 34519}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-10-25,0.0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Toad Road,False,4.7,11.0
False,"{'id': 448468, 'name': 'Grey Gardens Collection', 'poster_path': '/tCz2k9ObZ8iCFCumD8AnXpneorG.jpg', 'backdrop_path': None}",0,"[{'id': 99, 'name': 'Documentary'}]",,17346,tt0073076,en,Grey Gardens,"An old mother and her middle-aged daughter, the aunt and cousin of Jacqueline Kennedy Onassis, live their eccentric lives in a filthy, decaying mansion in East Hampton.",3.019245,/jw1qTQX8pWUM8XFGbhM7A5mpmG9.jpg,"[{'name': 'Portrait Films', 'id': 14750}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1975-09-27,0.0,,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Grey Gardens,False,7.2,43.0
False,,812000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,11360,tt0033563,en,Dumbo,Dumbo is a baby elephant born with oversized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy -- Timothy the Mouse -- the pint-sized pachyderm learns to surmount all obstacles.,14.655879,/r5IqhwZ61OuKlsyDwvXWyWQZK30.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1941-10-22,1600000.0,64.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The One...The Only...The FABULOUS...,Dumbo,False,6.8,1206.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,9893,tt0368975,en,Sleepover,"As their first year of high school looms ahead, best friends Julie, Hannah, Yancy and Farrah have one last summer sleepover. Little do they know theyâ€™re about to embark on the adventure of a lifetime. Desperate to shed their nerdy status, they take part in a night-long scavenger hunt that pits them against their popular archrivals. Everything under the sun goes on -- from taking Yancyâ€™s fatherâ€™s car to sneaking into nightclubs!",5.327657,/zpg20Cc2MbQWySSaec19h06vEWc.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-07-09,0.0,89.0,"[{'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The rules are set. The game is on.,Sleepover,False,5.4,105.0
False,"{'id': 413661, 'name': 'Charlie Chan (Sidney Toler) Collection', 'poster_path': '/y0xWQpLRattvypZXF5ZiuipsD2U.jpg', 'backdrop_path': None}",0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}]",,38458,tt0032325,en,Charlie Chan in Panama,"Charlie impersonates an employee of the U.S. government to foil an espionage plot which would destroy part of the Panama Canal, trapping a Navy fleet on its way to the Pacific after maneuvers in the Atlantic.",0.380712,/2lFz4ixcrF3GtlK51vWehYtLmXA.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1940-03-01,0.0,66.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One more minute... and the fleet is doomed!,Charlie Chan in Panama,False,6.8,7.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,163924,tt0064490,es,Invasión,"A volunteer troop of middle-aged men gather to defend their country from dark shrouded foreign invaders. Hearing the summons from an elderly man, the group quickly mobilizes as they change into their light-colored costumes. Political upheaval and gangland warfare threaten the last remnants of a civilized society out of touch with the rest of the world. A poet, a modern Don Juan and a man who loves violence are just some of the victims brought down by the enemy. A femme fatale captures the Don Juan, and the violent man is shot while watching a television western. This marks the directorial debut of Hugo Santiago.",0.106688,/8OY0mgZMiyfrgJ4Gx6qVrPwjMrP.jpg,"[{'name': 'Proartel S.A.', 'id': 94767}]","[{'iso_3166_1': 'AR',",1969-10-18,0.0,123.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Invasion,False,8.0,2.0
False,,0,"[{'id': 10751, 'name': 'Family'}]",,30583,tt0100264,sv,Nils Karlsson Pyssling,Nils Karlsson Pyssling is a 1990 Swedish family film based on the novel with the same name by Astrid Lindgren.,1.036484,/t503CyyOB5L6yFVpEVIDc2uBgm4.jpg,"[{'name': 'SVT Drama', 'id': 157}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'Astrid Lindgrens Värld', 'id': 7678}]","{'iso_3166_1': 'SE', 'name': 'Sweden'}",1990-11-09,0.0,75.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Nils Karlsson Pyssling,False,5.8,5.0
False,,,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,64225,tt0086889,fr,L'amour par terre,Two actresses fall prey to the supernatural manipulations of a nightclub magician.,0.003013,/fFU86nLfvzzI9MQIHg2BUNlEhN8.jpg,"[{'name': 'Ministère de la Culture', 'id': 10901}, {'name': 'La Cecilia', 'id': 28700}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1984-10-17,0.0,169.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Love on the Ground,False,6.0,2.0
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",,121357,tt0039428,en,Golden Earrings,A British colonel (Ray Milland) escapes from the Gestapo to the Black Forest and poses as a Gypsy's (Marlene Dietrich) mate.,0.949155,/2gcfgwuRuX8PfGEI00THfT0U4yl.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2111-05-07,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Strange . . . Amazing . . . Their Love Story !,Golden Earrings,False,4.8,3.0
False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",,239536,tt0032162,en,Zolotoy Кlyuchik,,0.117004,/9i4xrBFXfFnXBm8I6lwrmuu9J2A.jpg,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1939-12-20,0.0,72.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Golden Key,False,6.0,2.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,64861,tt1101048,en,Thirst,"After wrecking their car in the middle of the desert, two couples find themselves stranded with few supplies. When the heat intensifies and their precious water supply dwindles, the frantic friends begin betraying each other in the hopes of survival. Their civility rapidly deteriorates as they begin to experience overwhelming fear and desperation in this tense drama starring Lacey Chabert, Tygh Runyan, Brandon Quinn and Mercedes McNab.",0.476642,/kXh6X6iu2HOstD7Qscnto6Qrqd9.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-06-22,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Open Water in the desert.,Thirst,False,4.8,5.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,361571,tt4247492,fr,Les démons,,0.932247,/2E5GrYJFLO76TnECReZhQNU9F2E.jpg,"[{'name': 'Les Productions Unité Centrale', 'id': 21556}, {'name': 'Les films de l’autre', 'id': 79193}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",,0.0,118.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Demons,False,6.4,9.0
False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,31930,tt0021165,en,Murder!,"When a woman is convicted of murder, one of the jurors selected to serve on the murder-trial jury believes the accused, an aspiring actress, is innocent of the crime and takes it upon himself to apprehend the real killer.",1.988389,/xnxsea6yRsLYaE69sPy69fjhDbi.jpg,"[{'name': 'British International Pictures (BIP)', 'id': 51816}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1930-07-31,0.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Murder!,False,6.3,19.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,61501,tt0042242,en,Between Midnight and Dawn,"Rocky and Dan, war buddies, are prowl car cops on night duty. Dan is a cynic who views all lawbreakers as scum; Rocky feels more lenient. Both are attracted to the radio voice of communicator Kate Mallory; but in person, Kate proves reluctant to get involved with men who just might stop a bullet. By lucky chance, Rocky and Dan cause big trouble for murderous racketeer Ritchie Garris; but when he swears vengeance, Kate's fears may prove justified.",0.228318,/6kg50LuWt8OtqxoQJuZgtVK9QRX.jpg,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-10-01,0.0,,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,THE STORY OF PROWL CAR 13...BASED ON THE POLICE FILES OF A GREAT CITY!,Between Midnight and Dawn,False,5.3,6.0
False,,0,[],,56332,tt0116672,it,Jack Frusciante è uscito dal gruppo,"Alex, a high-school boy fond of rock and punk music, falls in love with Adelaide, who shares his feelings but doesn't want to get too involved because she will soon leave for studying in America. Alex gets relief in music and his friend Martino who leads what looks to him as a more complete life.",1.956065,/zlmMxXxXO6xjU1zLvUTTmhxBrP8.jpg,[],[],1996-01-01,0.0,0.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Jack Frusciante è uscito dal gruppo,False,5.9,30.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,67232,tt0303281,en,Daughter from Danang,"In 1975, as the Vietnam War was ending, thousands of orphans and Amerasian children were brought to the United States as part of ""Operation Babylift."" Daughter from Danang tells the dramatic story of one of these children, Heidi Bub (a.k.a. Mai Thi Hiep), and her Vietnamese mother, Mai Thi Kim, separated at the war's end and reunited 22 years later. Heidi, now living in Tennessee - a married woman with kids - had always dreamt of a joyful reunion. When she ventures to Vietnam to meet her mother, she unknowingly embarks on an emotional pilgrimage that spans decades and distance. Unlike most reunion stories that climax with a cliché happy ending, Daughter from Danang is a real-life drama. Journeying from the Vietnam War to Pulaski, Tennessee and back to Vietnam, Daughter from Danang tensely unfolds as cultural differences and the years of separation take their toll in a riveting film about longing and the personal legacy of war.",0.073748,/ckFeaBWzZcxUFRYnO6TCqxkzSM.jpg,[],[],2002-01-11,0.0,83.0,[],Released,,Daughter from Danang,False,6.5,2.0
